source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
C17776,B77476,Madonna,You'll See,Mark Crozer and The Rels,Just Another Day,madonna you'll see 1995,mark crozer and the rels just another day 2018,0.217,-1
C3366,B61640,Vampire Weekend,Hudson,Vampire Weekend,Hudson,vampire weekend hudson 2013,vampire weekend hudson 2013,1.0,1
C26760,B55530,Pain of Salvation,People Passing By,Patrick Bruel,Louise (Live),pain of salvation people passing by 1997,patrick bruel louise (live) 2020,0.2,-1
C7918,B35944,Deftones,Beware,Deftones,Cherry Waves,deftones beware 2006,deftones cherry waves 2016,0.654,0
C2371,B55957,Ladytron,Destroy Everything You Touch,Lazard,Living on Video (Alex M. Remix),ladytron destroy everything you touch 2005,lazard living on video (alex m. remix) 2006,0.233,-1
C36081,B36478,Elvis Presley,I Need Your Love Tonight,Elvis Presley,I Need Your Love Tonight,elvis presley i need your love tonight 2011,elvis presley i need your love tonight 2011,1.0,1
C41049,B95009,Stina Nordenstam,Get On With Your Life,Stina Nordenstam,Get On With Your Life,stina nordenstam get on with your life 2004,stina nordenstam get on with your life 2004,1.0,1
C19894,B55229,Manowar,Outlaw,Manora,System Shutdown,manowar outlaw 1996,manora system shutdown 2021,0.37,-1
C49888,B78706,Frank Sinatra,Spring Is Here,Fred Again,Jungle (Rico Nasty Remix),frank sinatra spring is here 2013,fred again jungle (rico nasty remix) 2024,0.317,-1
C4795,B99940,The Maine,I Must Be Dreaming,The Flashers Brothers,Locked out of Heaven,the maine i must be dreaming 2008,the flashers brothers locked out of heaven 2014,0.34,-1
C8719,B14076,Frank Sinatra,Jingle Bells,Frankie Laine,When I Speak Your Name,frank sinatra jingle bells 2013,frankie laine when i speak your name 2018,0.366,-1
C12345,B55435,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line,johnny cash i walk the line 2007,johnny cash i walk the line 1964,0.875,1
C24268,B49702,The Sword,Lament for the Aurochs,The Sweethearts,Double Whopper,the sword lament for the aurochs 2006,the sweethearts double whopper 2011,0.378,-1
C4358,B37072,Battles,Futura,Banda Queen Victoria,Flowers of Fire,battles futura 2011,banda queen victoria flowers of fire 2008,0.293,-1
C31734,B32717,A Place to Bury Strangers,I Know I'll See You,A Place To Bury Strangers,So Far Away,a place to bury strangers i know i'll see you 2007,a place to bury strangers so far away 2012,0.66,0
C3110,B57347,Björk,Unison,Björk,Unison,björk unison 2001,björk unison 2001,1.0,1
C24702,B15954,Pavement,Heaven Is a Truck,Pavement,Heaven Is a Truck,pavement heaven is a truck 2010,pavement heaven is a truck 2010,1.0,1
C33529,B81882,Johnny Cash,Spiritual,Johnny Cash,Spiritual,johnny cash spiritual 1996,johnny cash spiritual 1996,1.0,1
C648,B98432,The Subways,Rock & Roll Queen,The Riverside,"Oregon, Virginia",the subways rock & roll queen 2005,"the riverside oregon, virginia 2019",0.257,-1
C9006,B99846,Miles Davis,Rocker,Miles Davis,Israel,miles davis rocker 2013,miles davis israel 2013,0.783,1
C38529,B70958,The Rolling Stones,Coming Down Again,Thurston Moore,We Get High,the rolling stones coming down again 1973,thurston moore we get high 2024,0.268,-1
C46474,B19539,Los Fabulosos Cadillacs,Surfer Calavera,Lo Fi Hip Hop,Broken Record But It Works Lofi Beat,los fabulosos cadillacs surfer calavera 2009,lo fi hip hop broken record but it works lofi beat 2021,0.255,-1
C9891,B54526,De-Phazz,Online,De-Phazz,Online,de-phazz online 2001,de-phazz online 2001,1.0,1
C7279,B6806,Taylor Swift,Better Than Revenge,Taylor Swift,Better Than Revenge,taylor swift better than revenge 2010,taylor swift better than revenge 2010,1.0,1
C23820,B67517,Joss Stone,Snakes And Ladders,Joss Stone,Snakes And Ladders,joss stone snakes and ladders 2004,joss stone snakes and ladders 2004,1.0,1
C12318,B69764,"Tyler, the Creator",Golden,"Tyler, The Creator",Tamale,"tyler, the creator golden 2011","tyler, the creator tamale 2013",0.767,1
C4483,B55218,The Dresden Dolls,672,The Rock Heroes,Silver Machine,the dresden dolls 672 2004,the rock heroes silver machine 2015,0.343,-1
C5464,B40477,Godsmack,Voodoo,Godsmack,Voodoo,godsmack voodoo 2007,godsmack voodoo 2007,1.0,1
C16088,B81152,Danzig,Do You Wear The Mark,David Quinlan,No Hay Nadie Como Tú,danzig do you wear the mark 1992,david quinlan no hay nadie como tú 2018,0.256,-1
C33529,B60424,Johnny Cash,Spiritual,John Lennon,One Of The Boys (Home Recording),johnny cash spiritual 1996,john lennon one of the boys (home recording) 2010,0.224,-1
C42290,B70292,The Agrestix,On the Prowl,The Singles,Mirror,the agrestix on the prowl 2007,the singles mirror 2011,0.367,-1
C37046,B81570,Édith Piaf,Johnny tu n'es pas un ange,Édith Piaf,Johnny tu n'es pas un ange,édith piaf johnny tu n'es pas un ange 2012,édith piaf johnny tu n'es pas un ange 1993,0.905,1
C5975,B26678,She & Him,In the Sun,SHINJIRO ATAE (from AAA),Upside Down,she & him in the sun 2010,shinjiro atae (from aaa) upside down 2024,0.317,-1
C8035,B5760,Marilyn Manson,Little Horn,Marilyn Manson,Little Horn,marilyn manson little horn 1996,marilyn manson little horn 1996,1.0,1
C13504,B15573,Mission of Burma,That's When I Reach for My Revolver,Michel F. April,Breathing,mission of burma that's when i reach for my revolver 1985,michel f. april breathing 2016,0.228,-1
C49888,B46227,Frank Sinatra,Spring Is Here,Frank Sinatra,Silent Night,frank sinatra spring is here 2013,frank sinatra silent night 2014,0.667,0
C8990,B65129,The Cinematic Orchestra,Ode to the Big Sea,The City Waites,The North Country Lovers,the cinematic orchestra ode to the big sea 2008,the city waites the north country lovers 2005,0.362,-1
C5779,B77556,The Fray,Little House,The Henhouse Prowlers,Lovin' On Borrowed Time,the fray little house 2005,the henhouse prowlers lovin' on borrowed time 2006,0.3,-1
C3497,B30550,The xx,Dangerous,The Hit Co.,Dangerous,the xx dangerous 2017,the hit co. dangerous 2005,0.654,0
C9242,B17901,Miles Davis,All of You,Miles Davis,Out of the Blue,miles davis all of you 2012,miles davis out of the blue 2015,0.656,0
C14052,B67615,Doves,Caught By The River,Doves,Caught By The River,doves caught by the river 2010,doves caught by the river 2002,0.933,1
C19567,B24743,Mastodon,Mother Puncher,Mastodon,Mother Puncher,mastodon mother puncher 2002,mastodon mother puncher 2002,1.0,1
C13289,B10559,The Libertines,The Good Old Days,The Eagles,Pretty Maids All In A Row,the libertines the good old days 2002,the eagles pretty maids all in a row 2017,0.341,-1
C25187,B10913,HORSE the band,Purple,Horse the Band,Purple,horse the band purple 2003,horse the band purple 2003,1.0,1
C13178,B48861,The Libertines,Death on the Stairs,The Ðevil & the Uñiverse,The Goat Head,the libertines death on the stairs 2003,the ðevil & the uñiverse the goat head 2014,0.349,-1
C5766,B4149,Deerhunter,Desire Lines,Deep Sleep Music Experience,Summer Rain To Help with Insomnia For Babies to Relax and Rest,deerhunter desire lines 2010,deep sleep music experience summer rain to help with insomnia for babies to relax and rest 2021,0.221,-1
C10287,B9808,The Cars,My Best Friend's Girl,The Photos,Do You Have Fun?,the cars my best friend's girl 2008,the photos do you have fun? 1980,0.257,-1
C2481,B38481,Christina Aguilera,Not Myself Tonight,Christmas Carols,Lights on the Christmas Tree,christina aguilera not myself tonight 2010,christmas carols lights on the christmas tree 2021,0.32,-1
C43501,B85356,Pillar,Simply,Pioggia rilassante,"Salute, felicità e prosperità",pillar simply 2004,"pioggia rilassante salute, felicità e prosperità 2020",0.208,-1
C8776,B39725,Jamie Cullum,All At Sea,Jack Johnson,In The Morning,jamie cullum all at sea 2003,jack johnson in the morning 2023,0.25,-1
C1930,B92777,Maroon 5,Tangled,Maroon 5,Tangled,maroon 5 tangled 2002,maroon 5 tangled 2002,1.0,1
C29400,B66461,David Guetta,Like I Do,David Guetta,Like I Do,david guetta like i do 2018,david guetta like i do 2018,1.0,1
C48615,B76904,Handsome Furs,Snakes On the Ladder,Handsome Furs,Snakes On The Ladder,handsome furs snakes on the ladder 2007,handsome furs snakes on the ladder 2007,1.0,1
C4483,B93896,The Dresden Dolls,672,The Game Music Committee,Heroes (Dance Version),the dresden dolls 672 2004,the game music committee heroes (dance version) 2010,0.25,-1
C31772,B5984,The Replacements,Answering Machine,The Civil Wars,Forget Me Not,the replacements answering machine 1984,the civil wars forget me not 2011,0.256,-1
C32320,B90306,The Faint,Casual Sex,The Kiboomers,Muffin Man,the faint casual sex 1999,the kiboomers muffin man 2013,0.276,-1
C7193,B4323,Ella Fitzgerald,Summertime,Ella Fitzgerald,Summertime,ella fitzgerald summertime 2011,ella fitzgerald summertime 2011,1.0,1
C1449,B19603,Avril Lavigne,Nobody's Home,Avril Lavigne,Nobody's Home,avril lavigne nobody's home 2004,avril lavigne nobody's home 2004,1.0,1
C27129,B53882,Tokio Hotel,Spring nicht,Tom Morello,Find Another Way,tokio hotel spring nicht 2010,tom morello find another way 2018,0.394,-1
C50008,B22530,One Direction,What A Feeling,One Direction,What a Feeling,one direction what a feeling 2015,one direction what a feeling 2015,1.0,1
C10287,B19780,The Cars,My Best Friend's Girl,The Fortunes,Here It Comes Again,the cars my best friend's girl 2008,the fortunes here it comes again 2007,0.405,-1
C37046,B70909,Édith Piaf,Johnny tu n'es pas un ange,Édith Piaf,Johnny tu n'es pas un ange,édith piaf johnny tu n'es pas un ange 2012,édith piaf johnny tu n'es pas un ange 2006,0.952,1
C17430,B70021,The Jesus and Mary Chain,Inside Me,The Chi-Lites,That's How Long,the jesus and mary chain inside me 1985,the chi-lites that's how long 2006,0.205,-1
C24417,B10080,Entombed,Heavens Die,Entombed,Heavens Die,entombed heavens die 1993,entombed heavens die 1993,1.0,1
C17889,B81623,Tool,Pneuma,Todd Cameron,Just Add You,tool pneuma 2019,todd cameron just add you 2021,0.3,-1
C382,B40909,Paramore,That's What You Get,Pacific Symphony Orchestra,The Gospel According to Sister Aimee: III. To the Promised Land,paramore that's what you get 2008,pacific symphony orchestra the gospel according to sister aimee: iii. to the promised land 2013,0.211,-1
C42241,B2538,Lucille Bogan,B.D. Woman's Blues,lucy themoninha,Violet Lucy,lucille bogan b.d. woman's blues 2012,lucy themoninha violet lucy 2018,0.351,-1
C19718,B56725,AC/DC,Come And Get It,Acker Bilk,Change Your Mind,ac/dc come and get it 2000,acker bilk change your mind 2016,0.375,-1
C9891,B81159,De-Phazz,Online,Despised Icon,Bulletproof Scales (Live in Montreal 2008),de-phazz online 2001,despised icon bulletproof scales (live in montreal 2008) 2022,0.23,-1
C31734,B274,A Place to Bury Strangers,I Know I'll See You,A Place To Bury Strangers,I Know I'll See You,a place to bury strangers i know i'll see you 2007,a place to bury strangers i know i'll see you 2007,1.0,1
C2964,B23846,Ellie Goulding,Figure 8,Elvis Presley,Follow That Dream (2024 Stereo Remaster),ellie goulding figure 8 2012,elvis presley follow that dream (2024 stereo remaster) 2024,0.254,-1
C692,B65696,Red Hot Chili Peppers,Easily,ReinXeed,Melody of Life,red hot chili peppers easily 1999,reinxeed melody of life 2010,0.182,-1
C32830,B95190,The Shadows,Man of Mystery,The Vision,Missing [Deetron Extended Remix] (feat. Andreya Triana & Ben Westbeech),the shadows man of mystery 2011,the vision missing [deetron extended remix] (feat. andreya triana & ben westbeech) 2020,0.218,-1
C3497,B18268,The xx,Dangerous,The Arrivals,Dangerous,the xx dangerous 2017,the arrivals dangerous 2007,0.667,0
C23374,B18726,Misfits,Blacklight,Milt Jackson,I Love You,misfits blacklight 1997,milt jackson i love you 1964,0.25,-1
C8476,B89253,All That Remains,Chiron,Alessio De Franzoni,Adagio 2,all that remains chiron 2008,alessio de franzoni adagio 2 2014,0.303,-1
C18664,B89662,Suicide Silence,Eyes Sewn Shut,Susana Harp,Por un Cabo,suicide silence eyes sewn shut 2007,susana harp por un cabo 2020,0.286,-1
C806,B28712,Stereophonics,Dakota,Steve Sackman,Sunset,stereophonics dakota 2005,steve sackman sunset 2010,0.32,-1
C30025,B51608,The New Pornographers,Silver Jenny Dollar,The New Pornographers,Silver Jenny Dollar,the new pornographers silver jenny dollar 2010,the new pornographers silver jenny dollar 2010,1.0,1
C38529,B61251,The Rolling Stones,Coming Down Again,The Machine in the Garden,Twenty Shadows,the rolling stones coming down again 1973,the machine in the garden twenty shadows 1997,0.333,-1
C13637,B89260,Black Flag,Damaged II,Black Flag,Damaged I,black flag damaged ii 1981,black flag damaged i 1983,0.923,1
C32100,B53072,The Stylistics,People Make The World Go Round,The Stylistics,People Make the World Go Round,the stylistics people make the world go round 2013,the stylistics people make the world go round 2013,1.0,1
C13289,B47204,The Libertines,The Good Old Days,The White Noise Zen & Meditation Sound Lab,Clouds,the libertines the good old days 2002,the white noise zen & meditation sound lab clouds 2020,0.37,-1
C5722,B31108,James Blunt,Out of My Mind,James Blunt,Out of My Mind,james blunt out of my mind 2004,james blunt out of my mind 2004,1.0,1
C1143,B61533,Jeff Buckley,Grace,Jeza Beats,Stoner Trap Beats,jeff buckley grace 2012,jeza beats stoner trap beats 2021,0.364,-1
C49974,B97007,Cadacross,Wreath Of Seven Stars,Cadacross,Wreath Of Seven Stars,cadacross wreath of seven stars 2002,cadacross wreath of seven stars 2002,1.0,1
C3497,B28994,The xx,Dangerous,The Treble,Dangerous,the xx dangerous 2017,the treble dangerous 2020,0.68,0
C24702,B70013,Pavement,Heaven Is a Truck,Paul Woolford,Looking For Me (Kink Remix),pavement heaven is a truck 2010,paul woolford looking for me (kink remix) 2020,0.261,-1
C898,B66351,Marilyn Manson,This Is the New Shit,Maria Callas,"Carmen, Act 2: ""Les tringles des sistres tintaient"" (Carmen, Frasquita, Mercédès)",marilyn manson this is the new shit 2004,"maria callas carmen, act 2: ""les tringles des sistres tintaient"" (carmen, frasquita, mercédès) 2005",0.283,-1
C806,B65392,Stereophonics,Dakota,Stereophonics,Rewind,stereophonics dakota 2005,stereophonics rewind 2005,0.76,1
C8014,B28066,Bullet for My Valentine,End Of Days,Bullet For My Valentine,End of Days,bullet for my valentine end of days 2008,bullet for my valentine end of days 2008,1.0,1
C10287,B37070,The Cars,My Best Friend's Girl,The Doppelgangaz,The Gods,the cars my best friend's girl 2008,the doppelgangaz the gods 2011,0.314,-1
C49888,B49472,Frank Sinatra,Spring Is Here,Frank Sinatra,Silent Night,frank sinatra spring is here 2013,frank sinatra silent night 2011,0.667,0
C31309,B5891,Tricky,What Is Wrong,Tricky,What Is Wrong,tricky what is wrong 2003,tricky what is wrong 2003,1.0,1
C46420,B97648,The Ataris,Neilhouse,The Wolfe Tones,A Song for Liberty,the ataris neilhouse 1997,the wolfe tones a song for liberty 2022,0.256,-1
C1598,B37528,Metallica,The God That Failed,Metallica,The God That Failed,metallica the god that failed 1991,metallica the god that failed 1991,1.0,1
C40437,B18935,Summer Camp,Nobody Knows You,Summer Camp,Nobody Knows You,summer camp nobody knows you 2011,summer camp nobody knows you 2011,1.0,1
C31772,B37007,The Replacements,Answering Machine,The London Fox Players,O Holy Night (Instrumental),the replacements answering machine 1984,the london fox players o holy night (instrumental) 2016,0.236,-1
C692,B35786,Red Hot Chili Peppers,Easily,Relaxing Music For Stress Relief,Echoes,red hot chili peppers easily 1999,relaxing music for stress relief echoes 2023,0.227,-1
C8776,B71617,Jamie Cullum,All At Sea,Jamie Cullum,All At Sea,jamie cullum all at sea 2003,jamie cullum all at sea 2003,1.0,1
C23782,B18560,Michael Kiwanuka,Always Waiting,Michael Kiwanuka,Always Waiting,michael kiwanuka always waiting 2012,michael kiwanuka always waiting 2012,1.0,1
C36081,B7193,Elvis Presley,I Need Your Love Tonight,Elujay,Little Thangs,elvis presley i need your love tonight 2011,elujay little thangs 2018,0.302,-1
C23705,B6642,Tom Waits,No One Knows I'm Gone,Tom Waits,No One Knows I'm Gone,tom waits no one knows i'm gone 2002,tom waits no one knows i'm gone 2002,1.0,1
C4483,B23805,The Dresden Dolls,672,The International Swingers,Fool's Holiday,the dresden dolls 672 2004,the international swingers fool's holiday 2016,0.326,-1
C31309,B21260,Tricky,What Is Wrong,TrapMoneyLando,Nobody Known,tricky what is wrong 2003,trapmoneylando nobody known 2022,0.281,-1
C3677,B84293,Broken Social Scene,All to All,Brype,Activate,broken social scene all to all 2010,brype activate 2013,0.343,-1
C34480,B91360,Therion,Thor,The Treble Clef,Ghetto Stormz,therion thor 2005,the treble clef ghetto stormz 2015,0.353,-1
C41967,B39091,Amanda Jenssen,Common Henry,AmenRa (BE),Silent Pause,amanda jenssen common henry 2009,amenra (be) silent pause 2003,0.375,-1
C13134,B91554,The Offspring,Hammerhead,The Offspring,Hammerhead,the offspring hammerhead 2008,the offspring hammerhead 2008,1.0,1
C35228,B54587,The Used,On The Cross,The Rockin' Cajuns,Wish I Was over You,the used on the cross 2009,the rockin' cajuns wish i was over you 1991,0.279,-1
C20075,B67685,The Word Alive,How To Build An Empire,The Murder of My Sweet,Wheels of Time,the word alive how to build an empire 2009,the murder of my sweet wheels of time 2021,0.357,-1
C24063,B32031,The Rolling Stones,Silver Train,The Rolling Stones,Coming Down Again,the rolling stones silver train 1973,the rolling stones coming down again 1973,0.707,0
C7628,B4047,Anthrax,Indians,Antonio Prieto,Violetas imperiales,anthrax indians 2001,antonio prieto violetas imperiales 2020,0.333,-1
C9736,B97205,Joni Mitchell,Amelia,Journey Gz,Murder,joni mitchell amelia 1976,journey gz murder 2020,0.16,-1
C4483,B62003,The Dresden Dolls,672,The Twinkle Brothers,I Give Blessings,the dresden dolls 672 2004,the twinkle brothers i give blessings 2000,0.31,-1
C13637,B65045,Black Flag,Damaged II,Blvck Ceiling,On The Prowl,black flag damaged ii 1981,blvck ceiling on the prowl 2021,0.355,-1
C19027,B30899,Napalm Death,Suffer The Children,Nancy Wilson,Here It Comes,napalm death suffer the children 1991,nancy wilson here it comes 1977,0.297,-1
C32830,B83530,The Shadows,Man of Mystery,The Karaoke Channel,Cotton Fields [In the Style of The Highwaymen] {Karaoke Lead Vocal Version},the shadows man of mystery 2011,the karaoke channel cotton fields [in the style of the highwaymen] {karaoke lead vocal version} 2010,0.21,-1
C13134,B67379,The Offspring,Hammerhead,The Isley Brothers,"Livin' in the Life / Go for Your Guns (12"" Disco Medley)",the offspring hammerhead 2008,"the isley brothers livin' in the life / go for your guns (12"" disco medley) 1977",0.175,-1
C15258,B58733,Wolfmother,"10,000 Feet",Wolfmother,"10,000 Feet","wolfmother 10,000 feet 2009","wolfmother 10,000 feet 2009",1.0,1
C47677,B67574,Kate Bush,In the Warm Room,Karaoke Universe,Spring Summer Winter and Fall (Karaoke Version) [In the Style of Aphrodite's Child],kate bush in the warm room 1978,karaoke universe spring summer winter and fall (karaoke version) [in the style of aphrodite's child] 2014,0.181,-1
C24063,B34064,The Rolling Stones,Silver Train,The Rolling Stones,Winter,the rolling stones silver train 1973,the rolling stones winter 1973,0.75,1
C39952,B32950,The Mount Fuji Doomjazz Corporation,Castles By The Sea,The Wasteland Wailers,Broken Wing Recital,the mount fuji doomjazz corporation castles by the sea 2009,the wasteland wailers broken wing recital 2017,0.271,-1
C3102,B55968,CHVRCHES,Tether,CHVRCHES,Tether,chvrches tether 2013,chvrches tether 2013,1.0,1
C12090,B94214,Flying Lotus,Sleepy Dinosaur,Flying Lotus,Sleepy Dinosaur,flying lotus sleepy dinosaur 2008,flying lotus sleepy dinosaur 2008,1.0,1
C20075,B67546,The Word Alive,How To Build An Empire,The Who,Mirror Door,the word alive how to build an empire 2009,the who mirror door 2017,0.333,-1
C12598,B38854,Joseph Arthur,In The Sun,John Holt,Wasted Days,joseph arthur in the sun 2000,john holt wasted days 2000,0.379,-1
C13134,B96556,The Offspring,Hammerhead,The Offspring,Hammerhead,the offspring hammerhead 2008,the offspring hammerhead 2008,1.0,1
C19931,B42995,A Day to Remember,Holdin' It Down for the Underground,A Day To Remember,Holdin' It Down For The Underground,a day to remember holdin' it down for the underground 2009,a day to remember holdin' it down for the underground 2009,1.0,1
C17430,B88755,The Jesus and Mary Chain,Inside Me,The View,Tangled,the jesus and mary chain inside me 1985,the view tangled 2023,0.231,-1
C32100,B68207,The Stylistics,People Make The World Go Round,The Toasters,Havana (This Gun For Hire),the stylistics people make the world go round 2013,the toasters havana (this gun for hire) 2001,0.36,-1
C17494,B44315,The Jesus and Mary Chain,It's So Hard,The Stillwinter,Filthy Needs,the jesus and mary chain it's so hard 1985,the stillwinter filthy needs 2015,0.286,-1
C16902,B50722,Jack Johnson,To The Sea,Jack Johnson,To The Sea,jack johnson to the sea 2010,jack johnson to the sea 2010,1.0,1
C13134,B79357,The Offspring,Hammerhead,The Sorrento Singers,Gloria,the offspring hammerhead 2008,the sorrento singers gloria 2014,0.344,-1
C21145,B57079,The Roots,Tunnel Vision,The 4 of Us,Silver And Gold,the roots tunnel vision 2010,the 4 of us silver and gold 2003,0.406,-1
C16815,B83785,Mat Kearney,Closer To Love,Machinedrum,Sleepy Pietro (feat. Tigran Hamasyan),mat kearney closer to love 2009,machinedrum sleepy pietro (feat. tigran hamasyan) 2020,0.278,-1
C1221,B98489,The Verve,Sonnet,The Little Kids Band,Humpty Dumpty,the verve sonnet 1997,the little kids band humpty dumpty 2010,0.256,-1
C4058,B69327,Alexisonfire,We Are The Sound,All Elite Wrestling,"Bullet Proof (Brian Pillman, Jr. Theme)",alexisonfire we are the sound 2006,"all elite wrestling bullet proof (brian pillman, jr. theme) 2020",0.234,-1
C9653,B82092,Ella Fitzgerald,I Love Paris,Ella Fitzgerald,Joy to the World,ella fitzgerald i love paris 2013,ella fitzgerald joy to the world 2011,0.676,0
C46420,B17316,The Ataris,Neilhouse,The Yardbirds,Out of the Water Coast (Live) (feat. Sonny Boy Williamson),the ataris neilhouse 1997,the yardbirds out of the water coast (live) (feat. sonny boy williamson) 2019,0.195,-1
C38529,B76874,The Rolling Stones,Coming Down Again,The Wild Feathers,Top of the World,the rolling stones coming down again 1973,the wild feathers top of the world 2021,0.293,-1
C17776,B61734,Madonna,You'll See,Mark Knight,System,madonna you'll see 1995,mark knight system 2008,0.174,-1
C32357,B15058,The xx,I Dare You,The Cedar Walton Trio,Little Waltz,the xx i dare you 2017,the cedar walton trio little waltz 1982,0.256,-1
C1884,B41222,Interpol,Public Pervert,Interpol,Public Pervert,interpol public pervert 2004,interpol public pervert 2004,1.0,1
C38398,B15997,Matt Nathanson,Pretty The World,Matt Nathanson,Pretty The World,matt nathanson pretty the world 2003,matt nathanson pretty the world 2003,1.0,1
C46373,B18268,The Suicide Machines,Bottomed Out,The Arrivals,Dangerous,the suicide machines bottomed out 2005,the arrivals dangerous 2007,0.395,-1
C648,B61126,The Subways,Rock & Roll Queen,The New Deal,Now or Never,the subways rock & roll queen 2005,the new deal now or never 2010,0.353,-1
C9006,B37080,Miles Davis,Rocker,Mike Dinero,Double Up,miles davis rocker 2013,mike dinero double up 2019,0.423,-1
C4090,B70290,The Starting Line,Island,The Christian Children's Choir,"Praise Him, Praise Him, All Ye Little Children",the starting line island 2007,"the christian children's choir praise him, praise him, all ye little children 2008",0.256,-1
C37716,B91075,Radiohead,Million Dollar Question,Raul Paz,Besame,radiohead million dollar question 1993,raul paz besame 2005,0.237,-1
C24343,B14684,Kreator,Hidden Dictator,Kris Kristofferson,Golden Idol,kreator hidden dictator 1990,kris kristofferson golden idol 2016,0.257,-1
C43416,B17374,Sevendust,Broken Down,Serempet Gudal,Broken Pop,sevendust broken down 2003,serempet gudal broken pop 2022,0.5,-1
C241,B45198,Radiohead,Street Spirit (Fade Out),Radiohead,Street Spirit (Fade Out),radiohead street spirit (fade out) 1996,radiohead street spirit (fade out) 1996,1.0,1
C31998,B25589,Lou Reed,How Do You Think It Feels,Lou Reed,How Do You Think It Feels,lou reed how do you think it feels 1992,lou reed how do you think it feels 1992,1.0,1
C38398,B36294,Matt Nathanson,Pretty The World,Max Greger,In The Mood,matt nathanson pretty the world 2003,max greger in the mood 2000,0.417,-1
C4058,B5335,Alexisonfire,We Are The Sound,Alexisonfire,We Are the Sound,alexisonfire we are the sound 2006,alexisonfire we are the sound 2006,1.0,1
C48928,B31249,Absurd Minds,Captivated,Abstract Truth,Coming Home Babe,absurd minds captivated 2003,abstract truth coming home babe 1970,0.278,-1
C27690,B21815,Jamiroquai,Planet Home,Jah Mason,I'm So Sure Dubwise,jamiroquai planet home 1999,jah mason i'm so sure dubwise 2009,0.265,-1
C25279,B78283,Stick to Your Guns,Enough Is Enough,Stick To Your Guns,Enough is Enough,stick to your guns enough is enough 2008,stick to your guns enough is enough 2008,1.0,1
C48153,B11334,New Found Glory,Broken Sound,Negro,Tongue Ring,new found glory broken sound 1999,negro tongue ring 2012,0.273,-1
C2552,B34837,Nine Inch Nails,A Warm Place,Nicki Minaj,Bed Of Lies (feat. Skylar Grey),nine inch nails a warm place 1994,nicki minaj bed of lies (feat. skylar grey) 2014,0.333,-1
C28458,B4514,The Jam,Pretty Green,The Nursery Rhymes,London Bridge Is Falling Down,the jam pretty green 1980,the nursery rhymes london bridge is falling down 2017,0.226,-1
C49520,B74565,James Taylor,Enough To Be On Your Way,Janeen Brady,Bubble Toes (Song Only),james taylor enough to be on your way 2000,janeen brady bubble toes (song only) 2019,0.286,-1
C8719,B27170,Frank Sinatra,Jingle Bells,Frank Sinatra,I Love Paris,frank sinatra jingle bells 2013,frank sinatra i love paris 2011,0.677,0
C47210,B80097,We Are Scientists,What's The Word,We Are Scientists,That's What Counts,we are scientists what's the word 2005,we are scientists that's what counts 2008,0.756,1
C16631,B6582,Moonsorrow,Taistelu Pohjolasta,Mose Allison,If You Only Knew (1976 Version),moonsorrow taistelu pohjolasta 2008,mose allison if you only knew (1976 version) 1976,0.184,-1
C8597,B89789,Daughtry,What About Now,Daughtry,What About Now,daughtry what about now 2006,daughtry what about now 2006,1.0,1
C2240,B97524,Madonna,Frozen,Marianne Faithfull,"Sister Morphine (12"" Version)",madonna frozen 2009,"marianne faithfull sister morphine (12"" version) 1998",0.226,-1
C898,B63695,Marilyn Manson,This Is the New Shit,MADz's,Changes,marilyn manson this is the new shit 2004,madz's changes 2023,0.25,-1
C40468,B20530,Thurston Moore,Female Cop,The Hope Arsenal,Voices of the Wild,thurston moore female cop 1995,the hope arsenal voices of the wild 2020,0.275,-1
C17494,B52925,The Jesus and Mary Chain,It's So Hard,Thomas Stenström,Silverblå,the jesus and mary chain it's so hard 1985,thomas stenström silverblå 2021,0.214,-1
C13134,B96966,The Offspring,Hammerhead,The Police,Murder By Numbers,the offspring hammerhead 2008,the police murder by numbers 2018,0.364,-1
C4201,B18191,Art Brut,Modern Art,Armon Wiggins,I Will,art brut modern art 2005,armon wiggins i will 2024,0.24,-1
C1930,B83413,Maroon 5,Tangled,Manuelito el Cantor Cañari,Triste Me Voy,maroon 5 tangled 2002,manuelito el cantor cañari triste me voy 2017,0.244,-1
C34480,B40833,Therion,Thor,The National,Afraid of Everyone,therion thor 2005,the national afraid of everyone 2010,0.333,-1
C4483,B25981,The Dresden Dolls,672,The Flaming Lips,Mother I've Taken LSD,the dresden dolls 672 2004,the flaming lips mother i've taken lsd 2020,0.256,-1
C16088,B37150,Danzig,Do You Wear The Mark,Davuiside,Indian Phonk,danzig do you wear the mark 1992,davuiside indian phonk 2023,0.312,-1
C14052,B78301,Doves,Caught By The River,Doves,Caught By The River,doves caught by the river 2010,doves caught by the river 2010,1.0,1
C12297,B98012,SOHN,Lessons,SOHN,Lessons,sohn lessons 2014,sohn lessons 2014,1.0,1
C23039,B96666,Mike Doughty,Looking At The World From The Bottom Of A Well,Milan Miller,When a Woman Leaves,mike doughty looking at the world from the bottom of a well 2012,milan miller when a woman leaves 2016,0.281,-1
C31772,B34270,The Replacements,Answering Machine,The Dark Side of the Moon,Double Trouble / Lumos! (Hedwig´s Theme) (feat. Rusanda Panfili),the replacements answering machine 1984,the dark side of the moon double trouble / lumos! (hedwig´s theme) (feat. rusanda panfili) 2022,0.211,-1
